1.273672054929869679e-01,1.061511010054092763e+00,0.000000000000000000e+00
-2.359156142231103315e-01,5.628397765227344252e-01,0.000000000000000000e+00
7.293696032440334376e-01,-3.732420275409624733e-01,1.000000000000000000e+00
1.978626436331899496e+00,5.055932046541464775e-01,1.000000000000000000e+00
1.443506965061046365e+00,-4.801280498955216025e-01,1.000000000000000000e+00
-9.000059378904556873e-01,9.909965938900477944e-01,0.000000000000000000e+00
2.077553012382616249e+00,-1.161946746248595230e-01,1.000000000000000000e+00
2.505165011128669406e-01,8.742472993504515344e-01,0.000000000000000000e+00
-7.199248839222435192e-01,1.010582842597000930e+00,0.000000000000000000e+00
-1.313161612889083840e-01,8.109134145385116232e-02,1.000000000000000000e+00
1.578646582387476460e+00,-7.080412750413891954e-02,1.000000000000000000e+00
-8.418474217907597756e-01,7.966008656401035726e-01,0.000000000000000000e+00
5.224684383269664334e-01,8.955606053338891481e-01,0.000000000000000000e+00
2.065984661076943674e+00,1.810140001046949554e-01,1.000000000000000000e+00
1.505881350873768065e+00,-3.318725157156247052e-01,1.000000000000000000e+00
1.462932289822913567e+00,3.332927378816508135e-02,1.000000000000000000e+00
-1.297180292804828605e+00,1.414963118463317404e-01,0.000000000000000000e+00
9.960829630703933457e-01,2.012149735191469113e-01,0.000000000000000000e+00
8.511544359040684737e-02,9.551063121719194360e-01,0.000000000000000000e+00
-3.016288204440146226e-01,1.213114250333354960e+00,0.000000000000000000e+00
7.039478649807735522e-01,4.479812943770302702e-01,0.000000000000000000e+00
7.298832107668047353e-01,-8.033141056321493334e-01,1.000000000000000000e+00
1.597396049929494799e+00,3.538576988701873094e-01,0.000000000000000000e+00
6.102641795325165486e-01,5.414079840726502280e-01,0.000000000000000000e+00
1.590337038446851370e+00,7.904010143415869660e-02,1.000000000000000000e+00
1.572594245332563423e+00,-5.962558659591212784e-01,1.000000000000000000e+00
2.617248190690770748e-01,-4.112140302393952895e-01,1.000000000000000000e+00
2.016153044432583696e-01,-5.484029023039438400e-01,1.000000000000000000e+00
-3.084056984097157117e-01,4.330754559557764005e-01,1.000000000000000000e+00
-6.563704280934558044e-01,5.588665797638853183e-01,0.000000000000000000e+00
-1.171225530319985886e-02,1.069506842308691974e+00,0.000000000000000000e+00
-4.853229128144005700e-02,9.661439245486825866e-01,0.000000000000000000e+00
7.588754252454605886e-01,-7.040359361134255201e-01,1.000000000000000000e+00
2.171812550716863410e-01,9.491017196902482578e-01,0.000000000000000000e+00
5.188436709443363659e-01,7.940545055440663136e-01,0.000000000000000000e+00
1.848346517653227439e+00,1.830500099304804840e-02,1.000000000000000000e+00
9.600142983593304979e-01,1.886344603604550585e-01,0.000000000000000000e+00
-5.434154942819993117e-01,5.600723134923923929e-01,0.000000000000000000e+00
-3.010304765786470105e-02,1.148490013942333299e+00,0.000000000000000000e+00
8.338757620515588886e-01,-6.216183867144227104e-01,1.000000000000000000e+00
1.124410494792144943e+00,-4.410198533015308175e-01,1.000000000000000000e+00
1.065076224558367674e-01,1.626556751246663324e-01,1.000000000000000000e+00
1.365889467089851816e+00,-1.432470421224784074e-01,1.000000000000000000e+00
1.175651646933076222e+00,4.306692328769294864e-01,0.000000000000000000e+00
-2.598236180206481283e-01,8.373660649706160530e-01,0.000000000000000000e+00
1.576928960022992099e+00,2.876277013569795149e-01,1.000000000000000000e+00
7.976820491441662109e-02,4.047765240259209030e-01,1.000000000000000000e+00
3.326842421831691654e-01,-2.513696792449482964e-01,1.000000000000000000e+00
1.017616836722329499e+00,6.727495059685203449e-01,0.000000000000000000e+00
1.209119520215527821e+00,-5.541846644135931532e-01,1.000000000000000000e+00
