-2.213461254098300357e-01,1.024310128136962650e+00,0.000000000000000000e+00
7.956815975874635960e-01,-5.755860252815673261e-01,1.000000000000000000e+00
7.092963567146555182e-01,-3.976346655116113071e-01,1.000000000000000000e+00
2.145027135515298333e+00,5.936884882277780884e-01,1.000000000000000000e+00
9.358609842203168272e-01,4.221707345148542068e-01,0.000000000000000000e+00
-6.370923890704975889e-01,1.587391129160007908e-01,0.000000000000000000e+00
6.623265893920071701e-01,-7.880923494838443233e-02,1.000000000000000000e+00
1.645486287369579470e+00,-5.873014434619028279e-02,1.000000000000000000e+00
6.146897793552692502e-01,3.631852962161183362e-01,0.000000000000000000e+00
1.096302780181801356e-01,-1.591728725777086795e-01,1.000000000000000000e+00
6.438079642579054296e-01,5.493641301910190400e-01,0.000000000000000000e+00
-3.087573213851528275e-01,7.491712617470551727e-01,0.000000000000000000e+00
1.345461101307796614e+00,-2.544384907903227133e-01,1.000000000000000000e+00
1.235949901213443114e-01,1.013424188200112708e+00,0.000000000000000000e+00
3.910514428824128363e-01,8.750233422724692511e-01,0.000000000000000000e+00
-4.869964090281906910e-01,5.868955534170872124e-01,0.000000000000000000e+00
1.535894085364861272e+00,-2.775721661563352316e-01,1.000000000000000000e+00
1.257088979482750224e+00,-3.651526589041019233e-01,1.000000000000000000e+00
-3.533486966541108387e-01,7.170189683990153551e-01,1.000000000000000000e+00
3.520694401670727558e-01,6.283734585822322583e-01,0.000000000000000000e+00
3.122239273473155774e-01,1.090823891478351682e+00,0.000000000000000000e+00
1.253205853141837967e+00,-4.278514152655028546e-01,1.000000000000000000e+00
6.634363199841510905e-01,-1.538875920392926144e-01,1.000000000000000000e+00
-8.288461350696995078e-01,3.980431624770080501e-01,0.000000000000000000e+00
7.270120069649377292e-02,2.848069475487918778e-01,1.000000000000000000e+00
6.403830581728920945e-01,-6.563165683720941779e-01,1.000000000000000000e+00
-3.328515227021822120e-03,1.112074343019526124e+00,0.000000000000000000e+00
-4.708613330782884798e-01,8.085456039590178667e-01,0.000000000000000000e+00
1.038191749855481349e+00,-4.402005396896920830e-01,1.000000000000000000e+00
1.214448591483021422e+00,1.564643067014883648e-01,0.000000000000000000e+00
1.933696964454012068e+00,-2.317822010851739445e-01,1.000000000000000000e+00
8.098287895323691421e-01,-2.308320326299992953e-01,1.000000000000000000e+00
-2.281340459042143776e-01,1.261681721296604053e+00,0.000000000000000000e+00
7.053265479025971896e-01,7.573864969861342500e-01,0.000000000000000000e+00
1.437630328801609458e+00,-3.552422538760937609e-01,1.000000000000000000e+00
1.744437358719699294e+00,-2.467060015748738233e-01,1.000000000000000000e+00
-1.226075624409597720e-01,-2.118325416426877772e-02,1.000000000000000000e+00
1.225808277334083485e+00,1.715700480160742281e-02,1.000000000000000000e+00
1.679509632574285316e-01,1.480743904984368753e-01,1.000000000000000000e+00
-8.720185622382911061e-01,4.407303182868120284e-01,0.000000000000000000e+00
-1.301564385088787690e+00,5.846423245761243059e-01,0.000000000000000000e+00
-7.559437190241836690e-01,4.974597046955743784e-01,0.000000000000000000e+00
2.159822532395025085e+00,9.409563590045211257e-02,1.000000000000000000e+00
9.353338736268623776e-01,-1.241631450163268036e-01,1.000000000000000000e+00
-8.599430779914801759e-01,5.179706771472766258e-01,0.000000000000000000e+00
-5.047901970522280513e-01,3.750903205333057655e-01,0.000000000000000000e+00
5.505263005303124846e-01,6.234923975415975761e-01,0.000000000000000000e+00
1.557267611500654514e+00,9.702149589945864572e-02,0.000000000000000000e+00
-1.082868734242119269e+00,4.806117591510511433e-01,0.000000000000000000e+00
9.792956779949176793e-01,-7.906166841442655580e-01,1.000000000000000000e+00
2.651833469446566727e-01,4.626695625648012955e-01,0.000000000000000000e+00
5.863922523009185150e-01,1.490376269814935206e+00,0.000000000000000000e+00
-3.234342401222501384e-01,1.387664895254859809e+00,0.000000000000000000e+00
5.887081058438835557e-01,-4.296836238153624032e-01,1.000000000000000000e+00
2.943638926502007980e-01,9.538985566574411656e-01,0.000000000000000000e+00
4.123508526741883617e-01,7.612897978405033239e-01,0.000000000000000000e+00
5.439269855737186021e-02,8.083464864994645005e-01,1.000000000000000000e+00
3.233182253321520427e-01,6.766128283780767916e-01,0.000000000000000000e+00
8.672806198911835462e-01,-1.562001408012449744e-01,0.000000000000000000e+00
-2.293551369928320816e-01,1.473786760887363378e+00,0.000000000000000000e+00
1.555565293814648586e-01,3.474462478567043044e-01,0.000000000000000000e+00
